ID,JobTitle,FulltimeParttime,PositionTitle,AcademicProfessional,Level,School,Day,Entrance,Exit
115,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Tuesday,7:30-8:00,16:30-17:00
115,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Wednesday,8:00-8:30,17:00-17:30
116,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Friday,8:00-8:30,16:30-17:00
116,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Monday,8:00-8:30,16:30-17:00
116,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Thursday,8:00-8:30,15:30-16:00
116,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Tuesday,8:00-8:30,16:30-17:00
116,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Wednesday,8:30-9:00,16:30-17:00
117,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Friday,8:30-9:00,15:30-16:00
117,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Monday,8:30-9:00,17:00-17:30
117,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Thursday,9:00-9:30,17:30-18:00
117,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Tuesday,8:30-9:00,16:30-17:00
117,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Wednesday,9:00-9:30,17:00-17:30
118,Senior Lecturer,Full-Time,Senior Lecturer - Aerospace,Academic,C,SEIT,Friday,8:00-8:30,17:00-17:30
118,Senior Lecturer,Full-Time,Senior Lecturer - Aerospace,Academic,C,SEIT,Monday,8:30-9:00,15:30-16:00
118,Senior Lecturer,Full-Time,Senior Lecturer - Aerospace,Academic,C,SEIT,Thursday,8:30-9:00,15:30-16:00
118,Senior Lecturer,Full-Time,Senior Lecturer - Aerospace,Academic,C,SEIT,Tuesday,8:30-9:00,16:30-17:00
118,Senior Lecturer,Full-Time,Senior Lecturer - Aerospace,Academic,C,SEIT,Wednesday,7:00-7:30,16:00-16:30
119,ADFA Technical Staff,Full-Time,Technical Officer,Professional,8,SEIT,Friday,8:00-8:30,15:30-16:00
119,ADFA Technical Staff,Full-Time,Technical Officer,Professional,8,SEIT,Thursday,8:00-8:30,15:30-16:00
119,ADFA Technical Staff,Full-Time,Technical Officer,Professional,8,SEIT,Tuesday,8:00-8:30,16:00-16:30
119,ADFA Technical Staff,Full-Time,Technical Officer,Professional,8,SEIT,Wednesday,8:00-8:30,15:30-16:00
120,ADFA Administrative,Full-Time,Electronics Engineer,Professional,1,SEIT,Friday,8:00-8:30,16:30-17:00
120,ADFA Administrative,Full-Time,Electronics Engineer,Professional,1,SEIT,Monday,7:00-7:30,16:30-17:00
120,ADFA Administrative,Full-Time,Electronics Engineer,Professional,1,SEIT,Thursday,8:00-8:30,16:00-16:30
120,ADFA Administrative,Full-Time,Electronics Engineer,Professional,1,SEIT,Tuesday,8:30-9:00,17:00-17:30
120,ADFA Administrative,Full-Time,Electronics Engineer,Professional,1,SEIT,Wednesday,8:30-9:00,15:00-15:30
121,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Friday,7:00-7:30,16:30-17:00
121,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Monday,8:00-8:30,16:00-16:30
121,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Thursday,8:00-8:30,16:30-17:00
121,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Tuesday,8:30-9:00,16:00-16:30
121,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Wednesday,8:30-9:00,16:00-16:30
122,Research Associate,Full-Time,Research Associate - Social Im,Academic,A,SEIT,Friday,8:30-9:00,16:30-17:00
122,Research Associate,Full-Time,Research Associate - Social Im,Academic,A,SEIT,Monday,9:30-10:00,16:00-16:30
122,Research Associate,Full-Time,Research Associate - Social Im,Academic,A,SEIT,Thursday,8:30-9:00,16:30-17:00
122,Research Associate,Full-Time,Research Associate - Social Im,Academic,A,SEIT,Tuesday,8:30-9:00,17:00-17:30
122,Research Associate,Full-Time,Research Associate - Social Im,Academic,A,SEIT,Wednesday,8:00-8:30,16:30-17:00
123,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Friday,8:30-9:00,16:30-17:00
123,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Monday,8:00-8:30,16:30-17:00
123,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Thursday,8:00-8:30,15:30-16:00
123,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Tuesday,8:30-9:00,17:00-17:30
123,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Wednesday,8:00-8:30,15:30-16:00
124,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Friday,8:30-9:00,17:00-17:30
124,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Monday,8:30-9:00,16:30-17:00
124,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Thursday,8:00-8:30,16:00-16:30
124,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Tuesday,9:30-10:00,15:00-15:30
124,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Wednesday,8:00-8:30,16:00-16:30
125,ADFA Technical Staff,Full-Time,Technical Officer,Professional,2,SEIT,Friday,9:00-9:30,16:30-17:00
125,ADFA Technical Staff,Full-Time,Technical Officer,Professional,2,SEIT,Monday,8:30-9:00,16:00-16:30
125,ADFA Technical Staff,Full-Time,Technical Officer,Professional,2,SEIT,Thursday,8:00-8:30,17:30-18:00
125,ADFA Technical Staff,Full-Time,Technical Officer,Professional,2,SEIT,Tuesday,8:30-9:00,16:30-17:00
125,ADFA Technical Staff,Full-Time,Technical Officer,Professional,2,SEIT,Wednesday,8:30-9:00,16:00-16:30
126,ADFA Administrative,Part-Time,Project Support Officer,Professional,3,SEIT,Friday,8:30-9:00,16:30-17:00
126,ADFA Administrative,Part-Time,Project Support Officer,Professional,3,SEIT,Monday,8:00-8:30,17:00-17:30
126,ADFA Administrative,Part-Time,Project Support Officer,Professional,3,SEIT,Wednesday,8:00-8:30,16:00-16:30
127,Lecturer,Full-Time,Lecturer,Academic,B,SEIT,Monday,8:30-9:00,15:30-16:00
127,Lecturer,Full-Time,Lecturer,Academic,B,SEIT,Tuesday,7:30-8:00,16:30-17:00
127,Lecturer,Full-Time,Lecturer,Academic,B,SEIT,Wednesday,8:00-8:30,17:00-17:30
128,Senior Research Fellow,Full-Time,Senior Research Fellow,Academic,D,SEIT,Friday,8:00-8:30,16:00-16:30
128,Senior Research Fellow,Full-Time,Senior Research Fellow,Academic,D,SEIT,Monday,8:00-8:30,17:00-17:30
128,Senior Research Fellow,Full-Time,Senior Research Fellow,Academic,D,SEIT,Thursday,8:00-8:30,15:30-16:00
128,Senior Research Fellow,Full-Time,Senior Research Fellow,Academic,D,SEIT,Tuesday,8:30-9:00,16:30-17:00
129,ADFA Administrative,Full-Time,Teaching Support Officer,Professional,4,SEIT,Friday,9:30-10:00,15:00-15:30
129,ADFA Administrative,Full-Time,Teaching Support Officer,Professional,4,SEIT,Monday,8:00-8:30,15:30-16:00
129,ADFA Administrative,Full-Time,Teaching Support Officer,Professional,4,SEIT,Thursday,8:00-8:30,16:00-16:30
129,ADFA Administrative,Full-Time,Teaching Support Officer,Professional,4,SEIT,Tuesday,8:00-8:30,16:00-16:30
129,ADFA Administrative,Full-Time,Teaching Support Officer,Professional,4,SEIT,Wednesday,8:00-8:30,16:00-16:30
130,ADFA Technical Staff,Full-Time,Electronics Engineer,Professional,3,SEIT,Friday,8:30-9:00,17:00-17:30
130,ADFA Technical Staff,Full-Time,Electronics Engineer,Professional,3,SEIT,Monday,8:30-9:00,16:00-16:30
130,ADFA Technical Staff,Full-Time,Electronics Engineer,Professional,3,SEIT,Thursday,8:30-9:00,15:00-15:30
130,ADFA Technical Staff,Full-Time,Electronics Engineer,Professional,3,SEIT,Tuesday,8:30-9:00,16:30-17:00
130,ADFA Technical Staff,Full-Time,Electronics Engineer,Professional,3,SEIT,Wednesday,8:00-8:30,16:30-17:00
131,ADFA Technical Staff,Full-Time,Software Engineer,Professional,5,SEIT,Friday,8:30-9:00,16:30-17:00
131,ADFA Technical Staff,Full-Time,Software Engineer,Professional,5,SEIT,Monday,8:00-8:30,16:00-16:30
131,ADFA Technical Staff,Full-Time,Software Engineer,Professional,5,SEIT,Tuesday,8:30-9:00,16:30-17:00
131,ADFA Technical Staff,Full-Time,Software Engineer,Professional,5,SEIT,Wednesday,8:30-9:00,17:00-17:30
132,Lecturer,Full-Time,Lecturer - Sys Eng. & Project,Academic,B,SEIT,Friday,8:30-9:00,16:30-17:00
132,Lecturer,Full-Time,Lecturer - Sys Eng. & Project,Academic,B,SEIT,Monday,8:00-8:30,17:00-17:30
132,Lecturer,Full-Time,Lecturer - Sys Eng. & Project,Academic,B,SEIT,Thursday,8:30-9:00,16:30-17:00
132,Lecturer,Full-Time,Lecturer - Sys Eng. & Project,Academic,B,SEIT,Wednesday,8:30-9:00,16:00-16:30
133,Lecturer,Full-Time,Lecturer - Cyber Sec. & Comp.,Academic,B,SEIT,Friday,8:00-8:30,16:30-17:00
133,Lecturer,Full-Time,Lecturer - Cyber Sec. & Comp.,Academic,B,SEIT,Monday,8:30-9:00,16:30-17:00
133,Lecturer,Full-Time,Lecturer - Cyber Sec. & Comp.,Academic,B,SEIT,Thursday,8:30-9:00,16:00-16:30
133,Lecturer,Full-Time,Lecturer - Cyber Sec. & Comp.,Academic,B,SEIT,Tuesday,9:00-9:30,16:30-17:00
134,ADFA Administrative,Full-Time,Space Systems Engineer,Professional,5,SEIT,Friday,8:00-8:30,16:30-17:00
134,ADFA Administrative,Full-Time,Space Systems Engineer,Professional,5,SEIT,Wednesday,8:30-9:00,16:00-16:30
135,Postdoctoral Fellow,Full-Time,Postdoctoral Fellow,Academic,A,SEIT,Friday,8:00-8:30,16:30-17:00
135,Postdoctoral Fellow,Full-Time,Postdoctoral Fellow,Academic,A,SEIT,Monday,8:30-9:00,16:00-16:30
135,Postdoctoral Fellow,Full-Time,Postdoctoral Fellow,Academic,A,SEIT,Thursday,8:00-8:30,16:30-17:00
135,Postdoctoral Fellow,Full-Time,Postdoctoral Fellow,Academic,A,SEIT,Wednesday,7:30-8:00,16:00-16:30
136,ADFA Administrative,Full-Time,Electronics Engineer,Professional,4,SEIT,Friday,9:00-9:30,17:30-18:00
136,ADFA Administrative,Full-Time,Electronics Engineer,Professional,4,SEIT,Monday,8:00-8:30,15:00-15:30
136,ADFA Administrative,Full-Time,Electronics Engineer,Professional,4,SEIT,Thursday,8:00-8:30,16:00-16:30
136,ADFA Administrative,Full-Time,Electronics Engineer,Professional,4,SEIT,Tuesday,8:30-9:00,16:00-16:30
136,ADFA Administrative,Full-Time,Electronics Engineer,Professional,4,SEIT,Wednesday,8:00-8:30,16:00-16:30
137,ADFA Technical Staff,Full-Time,Technical Officer,Professional,4,SEIT,Friday,8:30-9:00,16:00-16:30
137,ADFA Technical Staff,Full-Time,Technical Officer,Professional,4,SEIT,Monday,8:30-9:00,16:30-17:00
137,ADFA Technical Staff,Full-Time,Technical Officer,Professional,4,SEIT,Thursday,8:30-9:00,16:00-16:30
137,ADFA Technical Staff,Full-Time,Technical Officer,Professional,4,SEIT,Tuesday,8:00-8:30,16:00-16:30
137,ADFA Technical Staff,Full-Time,Technical Officer,Professional,4,SEIT,Wednesday,9:00-9:30,17:00-17:30
138,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Friday,8:30-9:00,17:00-17:30
138,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Monday,8:30-9:00,15:30-16:00
138,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Thursday,8:00-8:30,17:00-17:30
138,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Tuesday,7:00-7:30,16:30-17:00
138,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Wednesday,8:00-8:30,16:30-17:00
139,Senior Research Fellow,Full-Time,Senior Research Fellow,Academic,D,SEIT,Friday,9:00-9:30,15:30-16:00
139,Senior Research Fellow,Full-Time,Senior Research Fellow,Academic,D,SEIT,Monday,8:00-8:30,16:00-16:30
139,Senior Research Fellow,Full-Time,Senior Research Fellow,Academic,D,SEIT,Thursday,8:00-8:30,15:30-16:00
139,Senior Research Fellow,Full-Time,Senior Research Fellow,Academic,D,SEIT,Tuesday,8:30-9:00,16:30-17:00
139,Senior Research Fellow,Full-Time,Senior Research Fellow,Academic,D,SEIT,Wednesday,8:00-8:30,16:00-16:30
140,ADFA Administrative,Full-Time,Student Workshop Trainer,Professional,7,SEIT,Friday,8:30-9:00,16:00-16:30
140,ADFA Administrative,Full-Time,Student Workshop Trainer,Professional,7,SEIT,Monday,8:00-8:30,16:00-16:30
140,ADFA Administrative,Full-Time,Student Workshop Trainer,Professional,7,SEIT,Thursday,7:00-7:30,16:00-16:30
140,ADFA Administrative,Full-Time,Student Workshop Trainer,Professional,7,SEIT,Tuesday,8:30-9:00,16:00-16:30
140,ADFA Administrative,Full-Time,Student Workshop Trainer,Professional,7,SEIT,Wednesday,8:00-8:30,16:30-17:00
141,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Friday,8:30-9:00,16:00-16:30
141,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Monday,7:30-8:00,16:30-17:00
141,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Thursday,8:30-9:00,16:00-16:30
141,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Tuesday,8:00-8:30,16:00-16:30
141,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Wednesday,8:30-9:00,16:30-17:00
142,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Monday,7:00-7:30,17:00-17:30
142,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Thursday,8:00-8:30,16:30-17:00
142,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Tuesday,7:30-8:00,16:00-16:30
142,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Wednesday,8:30-9:00,16:30-17:00
143,Senior Research Associate,Full-Time,Senior Research Associate,Academic,A,SEIT,Friday,8:00-8:30,16:00-16:30
143,Senior Research Associate,Full-Time,Senior Research Associate,Academic,A,SEIT,Monday,8:00-8:30,16:30-17:00
143,Senior Research Associate,Full-Time,Senior Research Associate,Academic,A,SEIT,Thursday,8:00-8:30,16:00-16:30
143,Senior Research Associate,Full-Time,Senior Research Associate,Academic,A,SEIT,Tuesday,8:30-9:00,16:30-17:00
143,Senior Research Associate,Full-Time,Senior Research Associate,Academic,A,SEIT,Wednesday,8:30-9:00,15:30-16:00
144,ADFA Administrative,Full-Time,Electronics Engineer,Professional,2,SEIT,Friday,8:00-8:30,16:30-17:00
144,ADFA Administrative,Full-Time,Electronics Engineer,Professional,2,SEIT,Monday,8:30-9:00,16:00-16:30
144,ADFA Administrative,Full-Time,Electronics Engineer,Professional,2,SEIT,Thursday,8:30-9:00,17:00-17:30
144,ADFA Administrative,Full-Time,Electronics Engineer,Professional,2,SEIT,Tuesday,8:30-9:00,16:00-16:30
145,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Friday,8:30-9:00,16:00-16:30
145,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Monday,8:00-8:30,15:00-15:30
145,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Thursday,8:30-9:00,16:30-17:00
145,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Tuesday,8:30-9:00,16:00-16:30
145,Senior Lecturer,Full-Time,Senior Lecturer,Academic,C,SEIT,Wednesday,8:00-8:30,16:30-17:00
146,ADFA Administrative,Full-Time,Academic Support Officer,Professional,3,SEIT,Friday,8:30-9:00,16:30-17:00
146,ADFA Administrative,Full-Time,Academic Support Officer,Professional,3,SEIT,Monday,9:30-10:00,16:00-16:30
146,ADFA Administrative,Full-Time,Academic Support Officer,Professional,3,SEIT,Thursday,8:00-8:30,17:30-18:00
146,ADFA Administrative,Full-Time,Academic Support Officer,Professional,3,SEIT,Tuesday,8:00-8:30,16:30-17:00
146,ADFA Administrative,Full-Time,Academic Support Officer,Professional,3,SEIT,Wednesday,8:00-8:30,15:30-16:00
147,ADFA Administrative,Full-Time,Academic Support Officer - Res,Professional,7,SEIT,Thursday,9:00-9:30,16:00-16:30
147,ADFA Administrative,Full-Time,Academic Support Officer - Res,Professional,7,SEIT,Tuesday,9:00-9:30,16:00-16:30
147,ADFA Administrative,Full-Time,Academic Support Officer - Res,Professional,7,SEIT,Wednesday,8:00-8:30,15:00-15:30
148,Research Associate,Full-Time,Research Fellow,Academic,A,SEIT,Friday,8:00-8:30,17:00-17:30
148,Research Associate,Full-Time,Research Fellow,Academic,A,SEIT,Monday,8:00-8:30,16:30-17:00
148,Research Associate,Full-Time,Research Fellow,Academic,A,SEIT,Thursday,8:00-8:30,17:30-18:00
148,Research Associate,Full-Time,Research Fellow,Academic,A,SEIT,Wednesday,8:30-9:00,15:30-16:00
149,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Friday,8:00-8:30,16:00-16:30
149,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Monday,8:30-9:00,16:30-17:00
149,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Thursday,8:00-8:30,16:00-16:30
149,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Tuesday,8:30-9:00,16:30-17:00
149,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Wednesday,8:00-8:30,16:30-17:00
150,ADFA Technical Staff,Full-Time,Senior Technical Officer,Professional,3,SEIT,Friday,9:00-9:30,16:30-17:00
150,ADFA Technical Staff,Full-Time,Senior Technical Officer,Professional,3,SEIT,Monday,8:30-9:00,17:00-17:30
150,ADFA Technical Staff,Full-Time,Senior Technical Officer,Professional,3,SEIT,Thursday,8:30-9:00,16:00-16:30
150,ADFA Technical Staff,Full-Time,Senior Technical Officer,Professional,3,SEIT,Tuesday,8:00-8:30,16:30-17:00
150,ADFA Technical Staff,Full-Time,Senior Technical Officer,Professional,3,SEIT,Wednesday,8:00-8:30,16:00-16:30
151,Lecturer,Full-Time,Lecturer - Cyber Sec. & Comp.,Academic,B,SEIT,Friday,8:00-8:30,17:00-17:30
151,Lecturer,Full-Time,Lecturer - Cyber Sec. & Comp.,Academic,B,SEIT,Monday,8:30-9:00,17:00-17:30
151,Lecturer,Full-Time,Lecturer - Cyber Sec. & Comp.,Academic,B,SEIT,Thursday,8:00-8:30,17:30-18:00
152,Postdoctoral Fellow,Full-Time,Postdoc Fellow IoT Security,Academic,A,SEIT,Friday,8:30-9:00,16:00-16:30
152,Postdoctoral Fellow,Full-Time,Postdoc Fellow IoT Security,Academic,A,SEIT,Monday,8:30-9:00,16:00-16:30
152,Postdoctoral Fellow,Full-Time,Postdoc Fellow IoT Security,Academic,A,SEIT,Thursday,9:00-9:30,15:30-16:00
152,Postdoctoral Fellow,Full-Time,Postdoc Fellow IoT Security,Academic,A,SEIT,Tuesday,8:00-8:30,16:00-16:30
152,Postdoctoral Fellow,Full-Time,Postdoc Fellow IoT Security,Academic,A,SEIT,Wednesday,8:00-8:30,15:30-16:00
153,ADFA Technical Staff,Full-Time,Space Systems Eng/Applied Phys,Professional,5,SEIT,Friday,8:30-9:00,15:00-15:30
153,ADFA Technical Staff,Full-Time,Space Systems Eng/Applied Phys,Professional,5,SEIT,Monday,8:30-9:00,17:00-17:30
153,ADFA Technical Staff,Full-Time,Space Systems Eng/Applied Phys,Professional,5,SEIT,Thursday,8:00-8:30,17:30-18:00
153,ADFA Technical Staff,Full-Time,Space Systems Eng/Applied Phys,Professional,5,SEIT,Tuesday,8:30-9:00,16:30-17:00
153,ADFA Technical Staff,Full-Time,Space Systems Eng/Applied Phys,Professional,5,SEIT,Wednesday,8:00-8:30,16:30-17:00
154,Scientia Professor,Full-Time,Scientia Professor,Academic,E,SEIT,Friday,8:30-9:00,16:30-17:00
154,Scientia Professor,Full-Time,Scientia Professor,Academic,E,SEIT,Monday,8:00-8:30,17:30-18:00
154,Scientia Professor,Full-Time,Scientia Professor,Academic,E,SEIT,Tuesday,8:30-9:00,16:30-17:00
154,Scientia Professor,Full-Time,Scientia Professor,Academic,E,SEIT,Wednesday,8:00-8:30,15:30-16:00
155,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Monday,8:00-8:30,16:30-17:00
155,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Wednesday,8:30-9:00,17:00-17:30
156,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Friday,8:00-8:30,16:00-16:30
156,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Monday,8:30-9:00,16:00-16:30
156,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Thursday,8:30-9:00,16:00-16:30
156,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Wednesday,8:00-8:30,16:00-16:30
157,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Friday,8:00-8:30,16:30-17:00
157,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Monday,8:30-9:00,16:00-16:30
157,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Thursday,8:00-8:30,17:00-17:30
157,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Tuesday,8:00-8:30,16:00-16:30
157,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Wednesday,8:00-8:30,16:00-16:30
158,ADFA Administrative,Full-Time,Embedded Software Engineer,Professional,5,SEIT,Friday,8:30-9:00,17:00-17:30
158,ADFA Administrative,Full-Time,Embedded Software Engineer,Professional,5,SEIT,Monday,8:00-8:30,15:00-15:30
158,ADFA Administrative,Full-Time,Embedded Software Engineer,Professional,5,SEIT,Thursday,9:00-9:30,15:30-16:00
158,ADFA Administrative,Full-Time,Embedded Software Engineer,Professional,5,SEIT,Tuesday,8:00-8:30,16:00-16:30
158,ADFA Administrative,Full-Time,Embedded Software Engineer,Professional,5,SEIT,Wednesday,8:30-9:00,16:30-17:00
159,ADFA Technical Staff,Full-Time,Software Engineer,Professional,5,SEIT,Friday,8:00-8:30,16:30-17:00
159,ADFA Technical Staff,Full-Time,Software Engineer,Professional,5,SEIT,Monday,8:30-9:00,16:00-16:30
159,ADFA Technical Staff,Full-Time,Software Engineer,Professional,5,SEIT,Thursday,8:30-9:00,16:30-17:00
159,ADFA Technical Staff,Full-Time,Software Engineer,Professional,5,SEIT,Tuesday,8:30-9:00,15:00-15:30
159,ADFA Technical Staff,Full-Time,Software Engineer,Professional,5,SEIT,Wednesday,7:30-8:00,17:00-17:30
160,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Friday,8:30-9:00,16:00-16:30
160,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Monday,8:30-9:00,16:30-17:00
160,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Tuesday,8:00-8:30,16:00-16:30
160,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Wednesday,8:00-8:30,16:30-17:00
161,ADFA Technical Staff,Full-Time,Space Instrument Engineer,Professional,2,SEIT,Friday,8:30-9:00,16:30-17:00
161,ADFA Technical Staff,Full-Time,Space Instrument Engineer,Professional,2,SEIT,Monday,8:00-8:30,17:00-17:30
161,ADFA Technical Staff,Full-Time,Space Instrument Engineer,Professional,2,SEIT,Thursday,8:30-9:00,16:30-17:00
161,ADFA Technical Staff,Full-Time,Space Instrument Engineer,Professional,2,SEIT,Tuesday,8:30-9:00,16:30-17:00
161,ADFA Technical Staff,Full-Time,Space Instrument Engineer,Professional,2,SEIT,Wednesday,8:00-8:30,16:30-17:00
162,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Friday,8:00-8:30,17:00-17:30
162,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Monday,8:30-9:00,16:30-17:00
162,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Thursday,8:30-9:00,15:30-16:00
162,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Tuesday,8:00-8:30,16:30-17:00
162,Research Associate,Full-Time,Research Associate,Academic,A,SEIT,Wednesday,8:00-8:30,17:30-18:00
163,ADFA Technical Staff,Full-Time,Research Engineer- Hypersonics,Professional,4,SEIT,Friday,8:00-8:30,15:30-16:00
163,ADFA Technical Staff,Full-Time,Research Engineer- Hypersonics,Professional,4,SEIT,Thursday,8:30-9:00,16:30-17:00
163,ADFA Technical Staff,Full-Time,Research Engineer- Hypersonics,Professional,4,SEIT,Tuesday,8:00-8:30,15:00-15:30
164,ADFA Technical Staff,Full-Time,Technical Officer,Professional,7,SEIT,Friday,8:30-9:00,16:30-17:00
164,ADFA Technical Staff,Full-Time,Technical Officer,Professional,7,SEIT,Thursday,8:00-8:30,17:00-17:30
164,ADFA Technical Staff,Full-Time,Technical Officer,Professional,7,SEIT,Wednesday,8:00-8:30,17:00-17:30
165,Senior Lecturer,Full-Time,Senior Lecturer - Aero,Academic,C,SEIT,Friday,8:00-8:30,15:30-16:00
165,Senior Lecturer,Full-Time,Senior Lecturer - Aero,Academic,C,SEIT,Thursday,8:30-9:00,15:30-16:00
165,Senior Lecturer,Full-Time,Senior Lecturer - Aero,Academic,C,SEIT,Wednesday,8:00-8:30,16:30-17:00
166,Lecturer,Part-Time,Lecturer,Academic,B,SEIT,Friday,7:00-7:30,16:00-16:30
166,Lecturer,Part-Time,Lecturer,Academic,B,SEIT,Monday,8:30-9:00,16:30-17:00
166,Lecturer,Part-Time,Lecturer,Academic,B,SEIT,Thursday,8:30-9:00,16:30-17:00
166,Lecturer,Part-Time,Lecturer,Academic,B,SEIT,Tuesday,8:30-9:00,16:00-16:30
166,Lecturer,Part-Time,Lecturer,Academic,B,SEIT,Wednesday,8:00-8:30,17:30-18:00
167,ADFA Administrative,Full-Time,Technical Officer,Professional,6,SEIT,Friday,7:30-8:00,16:30-17:00
167,ADFA Administrative,Full-Time,Technical Officer,Professional,6,SEIT,Monday,8:00-8:30,16:30-17:00
167,ADFA Administrative,Full-Time,Technical Officer,Professional,6,SEIT,Thursday,8:00-8:30,15:30-16:00
167,ADFA Administrative,Full-Time,Technical Officer,Professional,6,SEIT,Tuesday,8:30-9:00,17:00-17:30
167,ADFA Administrative,Full-Time,Technical Officer,Professional,6,SEIT,Wednesday,8:00-8:30,17:00-17:30
168,ADFA Administrative,Full-Time,Senior Technical Officer,Professional,5,SEIT,Friday,7:30-8:00,17:00-17:30
168,ADFA Administrative,Full-Time,Senior Technical Officer,Professional,5,SEIT,Monday,8:00-8:30,16:30-17:00
168,ADFA Administrative,Full-Time,Senior Technical Officer,Professional,5,SEIT,Thursday,8:30-9:00,16:00-16:30
168,ADFA Administrative,Full-Time,Senior Technical Officer,Professional,5,SEIT,Tuesday,8:00-8:30,16:00-16:30
168,ADFA Administrative,Full-Time,Senior Technical Officer,Professional,5,SEIT,Wednesday,8:00-8:30,17:00-17:30
169,ADFA Administrative,Full-Time,Senior Technical Officer,Professional,5,SEIT,Friday,8:00-8:30,16:30-17:00
169,ADFA Administrative,Full-Time,Senior Technical Officer,Professional,5,SEIT,Monday,7:30-8:00,16:00-16:30
169,ADFA Administrative,Full-Time,Senior Technical Officer,Professional,5,SEIT,Thursday,7:00-7:30,16:00-16:30
169,ADFA Administrative,Full-Time,Senior Technical Officer,Professional,5,SEIT,Tuesday,8:30-9:00,16:00-16:30
169,ADFA Administrative,Full-Time,Senior Technical Officer,Professional,5,SEIT,Wednesday,8:30-9:00,15:00-15:30
170,ADFA Technical Staff,Full-Time,Senior Technical Officer,Professional,2,SEIT,Friday,8:00-8:30,15:30-16:00
