"ID","Career","Gender","AdmitTerm","School","Day","Entrance","Exit"
1775,"UGRD","M","Semester 1 Canberra 2020","SEIT","Wednesday","8:00-8:30","15:30-16:00"
1776,"UGRD","M","Semester 1 Canberra 2020","HASS","Monday","8:00-8:30","16:30-17:00"
1776,"UGRD","M","Semester 1 Canberra 2020","HASS","Thursday","8:00-8:30","15:30-16:00"
1776,"UGRD","M","Semester 1 Canberra 2020","HASS","Wednesday","8:00-8:30","15:30-16:00"
1777,"UGRD","F","Semester 1 Canberra 2020","SEIT","Friday","8:00-8:30","16:30-17:00"
1777,"UGRD","F","Semester 1 Canberra 2020","SEIT","Monday","8:00-8:30","15:30-16:00"
1777,"UGRD","F","Semester 1 Canberra 2020","SEIT","Thursday","8:30-9:00","16:00-16:30"
1777,"UGRD","F","Semester 1 Canberra 2020","SEIT","Tuesday","8:30-9:00","16:00-16:30"
1777,"UGRD","F","Semester 1 Canberra 2020","SEIT","Wednesday","8:30-9:00","16:00-16:30"
1778,"UGRD","M","Semester 1 Canberra 2020","SEIT","Friday","8:00-8:30","17:30-18:00"
1778,"UGRD","M","Semester 1 Canberra 2020","SEIT","Monday","8:30-9:00","16:30-17:00"
1778,"UGRD","M","Semester 1 Canberra 2020","SEIT","Saturday","8:00-8:30","16:00-16:30"
1778,"UGRD","M","Semester 1 Canberra 2020","SEIT","Thursday","8:00-8:30","16:30-17:00"
1778,"UGRD","M","Semester 1 Canberra 2020","SEIT","Tuesday","8:00-8:30","15:30-16:00"
1778,"UGRD","M","Semester 1 Canberra 2020","SEIT","Wednesday","8:00-8:30","16:00-16:30"
1779,"PGRD","M","Semester 1 Canberra 2019","BUS","Friday","8:00-8:30","17:30-18:00"
1780,"PGRD","M","Semester 2 Canberra 2019","BUS","Monday","8:00-8:30","15:00-15:30"
1781,"PGRD","M","Semester 1 Canberra 2019","SEIT","Friday","8:30-9:00","16:00-16:30"
1781,"PGRD","M","Semester 1 Canberra 2019","SEIT","Tuesday","8:00-8:30","15:30-16:00"
1782,"PGRD","M","Semester 2 Canberra 2019","SEIT","Friday","8:30-9:00","16:00-16:30"
1782,"PGRD","M","Semester 2 Canberra 2019","SEIT","Thursday","8:30-9:00","15:00-15:30"
1782,"PGRD","M","Semester 2 Canberra 2019","SEIT","Tuesday","8:00-8:30","16:30-17:00"
1782,"PGRD","M","Semester 2 Canberra 2019","SEIT","Wednesday","8:30-9:00","16:00-16:30"
1783,"PGRD","M","Semester 1 Canberra 2019","SEIT","Monday","8:30-9:00","15:30-16:00"
1783,"PGRD","M","Semester 1 Canberra 2019","SEIT","Tuesday","7:30-8:00","16:00-16:30"
1784,"UGRD","M","Semester 1 Canberra 2020","SEIT","Friday","8:30-9:00","15:00-15:30"
1784,"UGRD","M","Semester 1 Canberra 2020","SEIT","Monday","8:00-8:30","15:30-16:00"
1784,"UGRD","M","Semester 1 Canberra 2020","SEIT","Thursday","8:30-9:00","16:00-16:30"
1784,"UGRD","M","Semester 1 Canberra 2020","SEIT","Tuesday","9:30-10:00","17:00-17:30"
1784,"UGRD","M","Semester 1 Canberra 2020","SEIT","Wednesday","7:30-8:00","16:00-16:30"
1785,"UGRD","F","Semester 1 Canberra 2020","BUS","Friday","8:30-9:00","15:30-16:00"
1785,"UGRD","F","Semester 1 Canberra 2020","BUS","Monday","7:30-8:00","16:00-16:30"
1785,"UGRD","F","Semester 1 Canberra 2020","BUS","Thursday","8:00-8:30","16:00-16:30"
1785,"UGRD","F","Semester 1 Canberra 2020","BUS","Tuesday","8:30-9:00","16:00-16:30"
1785,"UGRD","F","Semester 1 Canberra 2020","BUS","Wednesday","8:00-8:30","15:30-16:00"
1786,"UGRD","M","Semester 1 Canberra 2020","HASS","Friday","9:30-10:00","15:30-16:00"
1786,"UGRD","M","Semester 1 Canberra 2020","HASS","Monday","8:30-9:00","15:30-16:00"
1786,"UGRD","M","Semester 1 Canberra 2020","HASS","Thursday","8:00-8:30","16:00-16:30"
1786,"UGRD","M","Semester 1 Canberra 2020","HASS","Tuesday","7:00-7:30","15:30-16:00"
1786,"UGRD","M","Semester 1 Canberra 2020","HASS","Wednesday","8:30-9:00","17:30-18:00"
1787,"UGRD","M","Semester 1 Canberra 2020","SEIT","Friday","8:30-9:00","16:30-17:00"
1787,"UGRD","M","Semester 1 Canberra 2020","SEIT","Monday","8:00-8:30","16:30-17:00"
1787,"UGRD","M","Semester 1 Canberra 2020","SEIT","Thursday","8:00-8:30","16:00-16:30"
1787,"UGRD","M","Semester 1 Canberra 2020","SEIT","Tuesday","8:00-8:30","16:00-16:30"
1787,"UGRD","M","Semester 1 Canberra 2020","SEIT","Wednesday","8:00-8:30","16:00-16:30"
1788,"UGRD","M","Semester 1 Canberra 2020","BUS","Friday","8:00-8:30","15:00-15:30"
1788,"UGRD","M","Semester 1 Canberra 2020","BUS","Monday","9:00-9:30","15:30-16:00"
1788,"UGRD","M","Semester 1 Canberra 2020","BUS","Saturday","8:30-9:00","16:30-17:00"
1788,"UGRD","M","Semester 1 Canberra 2020","BUS","Thursday","8:00-8:30","16:30-17:00"
1788,"UGRD","M","Semester 1 Canberra 2020","BUS","Tuesday","8:00-8:30","16:00-16:30"
1788,"UGRD","M","Semester 1 Canberra 2020","BUS","Wednesday","8:00-8:30","16:00-16:30"
1789,"UGRD","M","Semester 1 Canberra 2020","SEIT","Friday","8:30-9:00","16:30-17:00"
1789,"UGRD","M","Semester 1 Canberra 2020","SEIT","Monday","8:30-9:00","15:00-15:30"
1789,"UGRD","M","Semester 1 Canberra 2020","SEIT","Sunday","9:00-9:30","16:30-17:00"
1789,"UGRD","M","Semester 1 Canberra 2020","SEIT","Thursday","8:30-9:00","17:00-17:30"
1789,"UGRD","M","Semester 1 Canberra 2020","SEIT","Tuesday","8:00-8:30","17:00-17:30"
1789,"UGRD","M","Semester 1 Canberra 2020","SEIT","Wednesday","8:30-9:00","16:30-17:00"
1790,"UGRD","M","Semester 1 Canberra 2020","SEIT","Friday","8:30-9:00","15:30-16:00"
1790,"UGRD","M","Semester 1 Canberra 2020","SEIT","Monday","8:00-8:30","16:30-17:00"
1790,"UGRD","M","Semester 1 Canberra 2020","SEIT","Thursday","8:00-8:30","15:30-16:00"
1790,"UGRD","M","Semester 1 Canberra 2020","SEIT","Tuesday","8:30-9:00","16:00-16:30"
1790,"UGRD","M","Semester 1 Canberra 2020","SEIT","Wednesday","8:00-8:30","16:30-17:00"
1791,"UGRD","F","Semester 1 Canberra 2020","BUS","Friday","8:00-8:30","15:30-16:00"
1791,"UGRD","F","Semester 1 Canberra 2020","BUS","Monday","7:00-7:30","16:00-16:30"
1791,"UGRD","F","Semester 1 Canberra 2020","BUS","Saturday","8:00-8:30","16:30-17:00"
1791,"UGRD","F","Semester 1 Canberra 2020","BUS","Thursday","8:30-9:00","17:00-17:30"
1791,"UGRD","F","Semester 1 Canberra 2020","BUS","Tuesday","8:30-9:00","17:00-17:30"
1791,"UGRD","F","Semester 1 Canberra 2020","BUS","Wednesday","8:00-8:30","15:00-15:30"
1792,"UGRD","M","Semester 1 Canberra 2020","SEIT","Friday","8:30-9:00","15:00-15:30"
1792,"UGRD","M","Semester 1 Canberra 2020","SEIT","Monday","8:30-9:00","15:30-16:00"
1792,"UGRD","M","Semester 1 Canberra 2020","SEIT","Saturday","8:00-8:30","15:30-16:00"
1792,"UGRD","M","Semester 1 Canberra 2020","SEIT","Sunday","8:00-8:30","16:00-16:30"
1792,"UGRD","M","Semester 1 Canberra 2020","SEIT","Thursday","8:00-8:30","16:00-16:30"
1792,"UGRD","M","Semester 1 Canberra 2020","SEIT","Tuesday","8:30-9:00","15:30-16:00"
1792,"UGRD","M","Semester 1 Canberra 2020","SEIT","Wednesday","8:30-9:00","15:30-16:00"
1793,"UGRD","M","Semester 1 Canberra 2020","SEIT","Friday","7:30-8:00","16:00-16:30"
1793,"UGRD","M","Semester 1 Canberra 2020","SEIT","Monday","8:30-9:00","16:30-17:00"
1793,"UGRD","M","Semester 1 Canberra 2020","SEIT","Sunday","8:30-9:00","17:30-18:00"
1793,"UGRD","M","Semester 1 Canberra 2020","SEIT","Thursday","7:00-7:30","16:30-17:00"
1793,"UGRD","M","Semester 1 Canberra 2020","SEIT","Tuesday","8:00-8:30","15:00-15:30"
1793,"UGRD","M","Semester 1 Canberra 2020","SEIT","Wednesday","7:30-8:00","16:00-16:30"
1794,"UGRD","M","Semester 1 Canberra 2020","SEIT","Friday","8:00-8:30","15:30-16:00"
1794,"UGRD","M","Semester 1 Canberra 2020","SEIT","Monday","8:00-8:30","16:00-16:30"
1794,"UGRD","M","Semester 1 Canberra 2020","SEIT","Tuesday","7:30-8:00","16:30-17:00"
1794,"UGRD","M","Semester 1 Canberra 2020","SEIT","Wednesday","8:00-8:30","16:00-16:30"
1795,"UGRD","F","Semester 1 Canberra 2020","SEIT","Friday","8:00-8:30","15:30-16:00"
1795,"UGRD","F","Semester 1 Canberra 2020","SEIT","Monday","8:00-8:30","16:30-17:00"
1795,"UGRD","F","Semester 1 Canberra 2020","SEIT","Thursday","8:00-8:30","16:00-16:30"
1795,"UGRD","F","Semester 1 Canberra 2020","SEIT","Tuesday","8:30-9:00","16:00-16:30"
1795,"UGRD","F","Semester 1 Canberra 2020","SEIT","Wednesday","8:30-9:00","17:30-18:00"
1796,"UGRD","M","Semester 1 Canberra 2020","BUS","Friday","8:00-8:30","16:00-16:30"
1796,"UGRD","M","Semester 1 Canberra 2020","BUS","Tuesday","8:30-9:00","16:30-17:00"
1796,"UGRD","M","Semester 1 Canberra 2020","BUS","Wednesday","8:00-8:30","17:30-18:00"
1797,"UGRD","M","Semester 1 Canberra 2020","BUS","Friday","8:00-8:30","16:30-17:00"
1797,"UGRD","M","Semester 1 Canberra 2020","BUS","Monday","8:30-9:00","15:00-15:30"
1797,"UGRD","M","Semester 1 Canberra 2020","BUS","Thursday","8:00-8:30","15:30-16:00"
1798,"UGRD","M","Semester 1 Canberra 2020","SEIT","Monday","7:30-8:00","15:30-16:00"
1798,"UGRD","M","Semester 1 Canberra 2020","SEIT","Wednesday","8:00-8:30","16:30-17:00"
1799,"UGRD","M","Semester 1 Canberra 2020","SEIT","Friday","8:00-8:30","17:00-17:30"
1799,"UGRD","M","Semester 1 Canberra 2020","SEIT","Monday","8:00-8:30","16:30-17:00"
1799,"UGRD","M","Semester 1 Canberra 2020","SEIT","Saturday","9:00-9:30","17:30-18:00"
1799,"UGRD","M","Semester 1 Canberra 2020","SEIT","Thursday","8:00-8:30","16:30-17:00"
1799,"UGRD","M","Semester 1 Canberra 2020","SEIT","Tuesday","8:30-9:00","15:30-16:00"
1799,"UGRD","M","Semester 1 Canberra 2020","SEIT","Wednesday","8:00-8:30","15:30-16:00"
1800,"PGRD","F","Semester 1 Canberra 2019","BUS","Monday","8:30-9:00","15:30-16:00"
1800,"PGRD","F","Semester 1 Canberra 2019","BUS","Thursday","8:00-8:30","15:00-15:30"
1800,"PGRD","F","Semester 1 Canberra 2019","BUS","Tuesday","8:30-9:00","16:00-16:30"
1800,"PGRD","F","Semester 1 Canberra 2019","BUS","Wednesday","8:30-9:00","16:00-16:30"
1801,"PGRD","M","Semester 1 Canberra 2019","BUS","Friday","8:00-8:30","16:00-16:30"
1801,"PGRD","M","Semester 1 Canberra 2019","BUS","Thursday","8:00-8:30","16:00-16:30"
1802,"PGRD","F","Semester 2 Canberra 2019","SEIT","Friday","8:30-9:00","16:30-17:00"
1802,"PGRD","F","Semester 2 Canberra 2019","SEIT","Thursday","8:00-8:30","16:30-17:00"
1802,"PGRD","F","Semester 2 Canberra 2019","SEIT","Wednesday","8:30-9:00","16:30-17:00"
1803,"PGRD","M","Semester 1 Canberra 2020","SEIT","Friday","8:00-8:30","16:00-16:30"
1803,"PGRD","M","Semester 1 Canberra 2020","SEIT","Thursday","9:00-9:30","16:00-16:30"
1803,"PGRD","M","Semester 1 Canberra 2020","SEIT","Tuesday","8:30-9:00","15:30-16:00"
1803,"PGRD","M","Semester 1 Canberra 2020","SEIT","Wednesday","8:00-8:30","16:30-17:00"
1804,"UGRD","F","Semester 1 Canberra 2020","BUS","Friday","8:00-8:30","16:30-17:00"
1804,"UGRD","F","Semester 1 Canberra 2020","BUS","Monday","8:00-8:30","16:30-17:00"
1804,"UGRD","F","Semester 1 Canberra 2020","BUS","Thursday","8:30-9:00","16:30-17:00"
1804,"UGRD","F","Semester 1 Canberra 2020","BUS","Tuesday","8:30-9:00","15:00-15:30"
1804,"UGRD","F","Semester 1 Canberra 2020","BUS","Wednesday","8:00-8:30","15:30-16:00"
1805,"UGRD","M","Semester 1 Canberra 2020","SEIT","Friday","8:30-9:00","16:00-16:30"
1805,"UGRD","M","Semester 1 Canberra 2020","SEIT","Monday","8:30-9:00","15:00-15:30"
1805,"UGRD","M","Semester 1 Canberra 2020","SEIT","Thursday","8:30-9:00","16:00-16:30"
1805,"UGRD","M","Semester 1 Canberra 2020","SEIT","Tuesday","9:00-9:30","17:00-17:30"
1805,"UGRD","M","Semester 1 Canberra 2020","SEIT","Wednesday","8:00-8:30","15:30-16:00"
1806,"UGRD","M","Semester 1 Canberra 2020","SEIT","Friday","8:30-9:00","16:30-17:00"
1806,"UGRD","M","Semester 1 Canberra 2020","SEIT","Monday","8:30-9:00","16:30-17:00"
1806,"UGRD","M","Semester 1 Canberra 2020","SEIT","Thursday","8:30-9:00","16:00-16:30"
1806,"UGRD","M","Semester 1 Canberra 2020","SEIT","Tuesday","8:00-8:30","15:30-16:00"
1806,"UGRD","M","Semester 1 Canberra 2020","SEIT","Wednesday","8:00-8:30","16:00-16:30"
1807,"UGRD","F","Semester 1 Canberra 2020","HASS","Friday","9:30-10:00","16:00-16:30"
1807,"UGRD","F","Semester 1 Canberra 2020","HASS","Monday","8:00-8:30","17:00-17:30"
1807,"UGRD","F","Semester 1 Canberra 2020","HASS","Thursday","8:00-8:30","16:00-16:30"
1807,"UGRD","F","Semester 1 Canberra 2020","HASS","Tuesday","8:30-9:00","16:30-17:00"
1807,"UGRD","F","Semester 1 Canberra 2020","HASS","Wednesday","8:00-8:30","16:30-17:00"
1808,"UGRD","F","Semester 1 Canberra 2020","SEIT","Friday","8:00-8:30","16:00-16:30"
1808,"UGRD","F","Semester 1 Canberra 2020","SEIT","Monday","7:30-8:00","16:30-17:00"
1808,"UGRD","F","Semester 1 Canberra 2020","SEIT","Thursday","8:00-8:30","16:00-16:30"
1808,"UGRD","F","Semester 1 Canberra 2020","SEIT","Tuesday","8:00-8:30","16:00-16:30"
1808,"UGRD","F","Semester 1 Canberra 2020","SEIT","Wednesday","8:00-8:30","16:00-16:30"
1809,"UGRD","M","Semester 1 Canberra 2020","SCI","Friday","8:00-8:30","16:00-16:30"
1809,"UGRD","M","Semester 1 Canberra 2020","SCI","Monday","8:00-8:30","15:30-16:00"
1809,"UGRD","M","Semester 1 Canberra 2020","SCI","Thursday","8:00-8:30","16:00-16:30"
1809,"UGRD","M","Semester 1 Canberra 2020","SCI","Tuesday","8:00-8:30","15:00-15:30"
1809,"UGRD","M","Semester 1 Canberra 2020","SCI","Wednesday","8:30-9:00","15:30-16:00"
1810,"UGRD","M","Semester 1 Canberra 2020","SEIT","Friday","8:30-9:00","16:00-16:30"
1810,"UGRD","M","Semester 1 Canberra 2020","SEIT","Monday","8:30-9:00","16:00-16:30"
1810,"UGRD","M","Semester 1 Canberra 2020","SEIT","Thursday","8:30-9:00","16:00-16:30"
1810,"UGRD","M","Semester 1 Canberra 2020","SEIT","Tuesday","8:30-9:00","16:00-16:30"
1810,"UGRD","M","Semester 1 Canberra 2020","SEIT","Wednesday","8:30-9:00","15:30-16:00"
1811,"UGRD","M","Semester 1 Canberra 2020","HASS","Friday","8:30-9:00","16:00-16:30"
1811,"UGRD","M","Semester 1 Canberra 2020","HASS","Monday","8:30-9:00","16:00-16:30"
1811,"UGRD","M","Semester 1 Canberra 2020","HASS","Thursday","8:00-8:30","16:30-17:00"
1811,"UGRD","M","Semester 1 Canberra 2020","HASS","Tuesday","8:00-8:30","16:30-17:00"
1811,"UGRD","M","Semester 1 Canberra 2020","HASS","Wednesday","8:30-9:00","15:30-16:00"
1812,"UGRD","M","Semester 1 Canberra 2020","HASS","Friday","8:30-9:00","15:00-15:30"
1812,"UGRD","M","Semester 1 Canberra 2020","HASS","Monday","8:30-9:00","16:30-17:00"
1812,"UGRD","M","Semester 1 Canberra 2020","HASS","Saturday","8:00-8:30","16:00-16:30"
1812,"UGRD","M","Semester 1 Canberra 2020","HASS","Thursday","8:30-9:00","15:30-16:00"
1812,"UGRD","M","Semester 1 Canberra 2020","HASS","Tuesday","9:00-9:30","16:30-17:00"
1812,"UGRD","M","Semester 1 Canberra 2020","HASS","Wednesday","8:00-8:30","16:30-17:00"
1813,"UGRD","F","Semester 1 Canberra 2020","SEIT","Friday","8:30-9:00","16:00-16:30"
1813,"UGRD","F","Semester 1 Canberra 2020","SEIT","Monday","8:00-8:30","16:00-16:30"
1813,"UGRD","F","Semester 1 Canberra 2020","SEIT","Thursday","8:30-9:00","17:30-18:00"
1813,"UGRD","F","Semester 1 Canberra 2020","SEIT","Tuesday","8:00-8:30","15:30-16:00"
1813,"UGRD","F","Semester 1 Canberra 2020","SEIT","Wednesday","8:00-8:30","15:00-15:30"
1814,"UGRD","F","Semester 1 Canberra 2020","BUS","Friday","9:30-10:00","16:30-17:00"
1814,"UGRD","F","Semester 1 Canberra 2020","BUS","Monday","8:00-8:30","17:30-18:00"
1814,"UGRD","F","Semester 1 Canberra 2020","BUS","Thursday","8:30-9:00","15:30-16:00"
1815,"UGRD","F","Semester 1 Canberra 2020","SEIT","Friday","8:30-9:00","16:00-16:30"
1815,"UGRD","F","Semester 1 Canberra 2020","SEIT","Monday","9:00-9:30","16:00-16:30"
1815,"UGRD","F","Semester 1 Canberra 2020","SEIT","Thursday","8:00-8:30","16:30-17:00"
1815,"UGRD","F","Semester 1 Canberra 2020","SEIT","Tuesday","8:00-8:30","17:00-17:30"
1815,"UGRD","F","Semester 1 Canberra 2020","SEIT","Wednesday","8:30-9:00","17:30-18:00"
1816,"UGRD","M","Semester 1 Canberra 2020","SEIT","Friday","8:00-8:30","15:00-15:30"
1816,"UGRD","M","Semester 1 Canberra 2020","SEIT","Monday","9:00-9:30","16:00-16:30"
1816,"UGRD","M","Semester 1 Canberra 2020","SEIT","Saturday","8:00-8:30","15:30-16:00"
1816,"UGRD","M","Semester 1 Canberra 2020","SEIT","Sunday","8:00-8:30","15:00-15:30"
1816,"UGRD","M","Semester 1 Canberra 2020","SEIT","Thursday","8:00-8:30","16:00-16:30"
1816,"UGRD","M","Semester 1 Canberra 2020","SEIT","Tuesday","8:00-8:30","16:00-16:30"
1816,"UGRD","M","Semester 1 Canberra 2020","SEIT","Wednesday","8:00-8:30","16:00-16:30"
1817,"UGRD","M","Semester 1 Canberra 2020","HASS","Friday","8:30-9:00","16:00-16:30"
1817,"UGRD","M","Semester 1 Canberra 2020","HASS","Monday","7:30-8:00","16:00-16:30"
1817,"UGRD","M","Semester 1 Canberra 2020","HASS","Saturday","8:30-9:00","16:30-17:00"
1817,"UGRD","M","Semester 1 Canberra 2020","HASS","Sunday","8:30-9:00","16:30-17:00"
1817,"UGRD","M","Semester 1 Canberra 2020","HASS","Thursday","8:00-8:30","16:00-16:30"
1817,"UGRD","M","Semester 1 Canberra 2020","HASS","Tuesday","8:00-8:30","15:30-16:00"
1817,"UGRD","M","Semester 1 Canberra 2020","HASS","Wednesday","7:30-8:00","16:30-17:00"
1818,"UGRD","M","Semester 1 Canberra 2020","SEIT","Friday","8:00-8:30","16:30-17:00"
1818,"UGRD","M","Semester 1 Canberra 2020","SEIT","Monday","7:30-8:00","15:00-15:30"
1818,"UGRD","M","Semester 1 Canberra 2020","SEIT","Thursday","8:00-8:30","16:00-16:30"
1818,"UGRD","M","Semester 1 Canberra 2020","SEIT","Tuesday","8:30-9:00","16:30-17:00"
1818,"UGRD","M","Semester 1 Canberra 2020","SEIT","Wednesday","7:30-8:00","16:30-17:00"
1819,"UGRD","M","Semester 1 Canberra 2020","HASS","Friday","8:00-8:30","16:00-16:30"
1819,"UGRD","M","Semester 1 Canberra 2020","HASS","Monday","9:00-9:30","16:00-16:30"
1819,"UGRD","M","Semester 1 Canberra 2020","HASS","Thursday","8:00-8:30","15:30-16:00"
1819,"UGRD","M","Semester 1 Canberra 2020","HASS","Tuesday","8:00-8:30","16:30-17:00"
1819,"UGRD","M","Semester 1 Canberra 2020","HASS","Wednesday","8:00-8:30","16:00-16:30"
1820,"UGRD","M","Semester 1 Canberra 2020","SCI","Friday","8:00-8:30","16:30-17:00"
1820,"UGRD","M","Semester 1 Canberra 2020","SCI","Monday","7:30-8:00","16:00-16:30"
1820,"UGRD","M","Semester 1 Canberra 2020","SCI","Thursday","8:30-9:00","16:00-16:30"
1820,"UGRD","M","Semester 1 Canberra 2020","SCI","Tuesday","8:00-8:30","16:30-17:00"
1820,"UGRD","M","Semester 1 Canberra 2020","SCI","Wednesday","8:00-8:30","16:00-16:30"
1821,"UGRD","F","Semester 1 Canberra 2020","SCI","Friday","8:00-8:30","16:00-16:30"
1821,"UGRD","F","Semester 1 Canberra 2020","SCI","Monday","8:30-9:00","15:30-16:00"
1821,"UGRD","F","Semester 1 Canberra 2020","SCI","Tuesday","8:00-8:30","16:00-16:30"
1821,"UGRD","F","Semester 1 Canberra 2020","SCI","Wednesday","8:00-8:30","16:30-17:00"
1822,"UGRD","M","Semester 1 Canberra 2020","SEIT","Friday","8:00-8:30","15:00-15:30"
1822,"UGRD","M","Semester 1 Canberra 2020","SEIT","Monday","8:00-8:30","16:30-17:00"
1822,"UGRD","M","Semester 1 Canberra 2020","SEIT","Thursday","8:30-9:00","16:00-16:30"
1822,"UGRD","M","Semester 1 Canberra 2020","SEIT","Tuesday","7:30-8:00","16:30-17:00"
1822,"UGRD","M","Semester 1 Canberra 2020","SEIT","Wednesday","8:00-8:30","15:00-15:30"
1823,"PGRD","M","Semester 2 Canberra 2019","SEIT","Friday","8:00-8:30","16:30-17:00"
1823,"PGRD","M","Semester 2 Canberra 2019","SEIT","Monday","7:00-7:30","15:30-16:00"
1823,"PGRD","M","Semester 2 Canberra 2019","SEIT","Thursday","8:00-8:30","16:00-16:30"
1823,"PGRD","M","Semester 2 Canberra 2019","SEIT","Tuesday","8:30-9:00","16:00-16:30"
1823,"PGRD","M","Semester 2 Canberra 2019","SEIT","Wednesday","8:30-9:00","16:00-16:30"
1824,"PGRD","M","Semester 1 Canberra 2019","HASS","Friday","8:00-8:30","15:30-16:00"
1824,"PGRD","M","Semester 1 Canberra 2019","HASS","Monday","8:00-8:30","16:00-16:30"
1824,"PGRD","M","Semester 1 Canberra 2019","HASS","Thursday","8:30-9:00","15:30-16:00"
1825,"PGRD","M","Semester 2 Canberra 2019","HASS","Thursday","8:30-9:00","16:00-16:30"
1825,"PGRD","M","Semester 2 Canberra 2019","HASS","Wednesday","8:00-8:30","15:30-16:00"
1826,"PGRD","M","Semester 1 Canberra 2019","SEIT","Friday","8:00-8:30","16:30-17:00"
1826,"PGRD","M","Semester 1 Canberra 2019","SEIT","Monday","8:30-9:00","16:00-16:30"
1826,"PGRD","M","Semester 1 Canberra 2019","SEIT","Thursday","8:30-9:00","16:00-16:30"
1826,"PGRD","M","Semester 1 Canberra 2019","SEIT","Tuesday","8:30-9:00","16:00-16:30"
1826,"PGRD","M","Semester 1 Canberra 2019","SEIT","Wednesday","8:00-8:30","15:30-16:00"
1827,"PGRD","M","Semester 1 Canberra 2019","SEIT","Tuesday","8:30-9:00","15:30-16:00"
1827,"PGRD","M","Semester 1 Canberra 2019","SEIT","Wednesday","8:30-9:00","16:00-16:30"
1828,"PGRD","F","Semester 1 Canberra 2019","SEIT","Monday","7:00-7:30","16:00-16:30"
1828,"PGRD","F","Semester 1 Canberra 2019","SEIT","Thursday","8:00-8:30","16:00-16:30"
1828,"PGRD","F","Semester 1 Canberra 2019","SEIT","Tuesday","9:00-9:30","16:30-17:00"
1828,"PGRD","F","Semester 1 Canberra 2019","SEIT","Wednesday","8:30-9:00","15:00-15:30"
1829,"PGRD","M","Semester 1 Canberra 2019","SEIT","Tuesday","8:00-8:30","16:00-16:30"
1830,"PGRD","F","Semester 1 Canberra 2020","BUS","Friday","8:00-8:30","16:30-17:00"
1830,"PGRD","F","Semester 1 Canberra 2020","BUS","Monday","8:00-8:30","15:00-15:30"
1830,"PGRD","F","Semester 1 Canberra 2020","BUS","Tuesday","8:30-9:00","16:00-16:30"
1830,"PGRD","F","Semester 1 Canberra 2020","BUS","Wednesday","7:30-8:00","16:30-17:00"
1831,"UGRD","F","Semester 1 Canberra 2020","HASS","Friday","8:00-8:30","15:30-16:00"
1831,"UGRD","F","Semester 1 Canberra 2020","HASS","Monday","7:30-8:00","16:30-17:00"
1831,"UGRD","F","Semester 1 Canberra 2020","HASS","Thursday","7:00-7:30","16:00-16:30"
1831,"UGRD","F","Semester 1 Canberra 2020","HASS","Tuesday","8:00-8:30","15:30-16:00"
1831,"UGRD","F","Semester 1 Canberra 2020","HASS","Wednesday","7:00-7:30","16:00-16:30"
1832,"UGRD","F","Semester 1 Canberra 2020","BUS","Friday","8:00-8:30","16:30-17:00"
1832,"UGRD","F","Semester 1 Canberra 2020","BUS","Monday","8:00-8:30","16:30-17:00"
1832,"UGRD","F","Semester 1 Canberra 2020","BUS","Thursday","8:00-8:30","17:30-18:00"
1832,"UGRD","F","Semester 1 Canberra 2020","BUS","Tuesday","8:30-9:00","16:30-17:00"
1832,"UGRD","F","Semester 1 Canberra 2020","BUS","Wednesday","8:30-9:00","17:00-17:30"
1833,"UGRD","M","Semester 1 Canberra 2020","SCI","Friday","9:30-10:00","15:30-16:00"
1833,"UGRD","M","Semester 1 Canberra 2020","SCI","Thursday","9:00-9:30","16:00-16:30"
1833,"UGRD","M","Semester 1 Canberra 2020","SCI","Tuesday","8:00-8:30","15:00-15:30"
1833,"UGRD","M","Semester 1 Canberra 2020","SCI","Wednesday","8:30-9:00","17:30-18:00"
1834,"UGRD","M","Semester 1 Canberra 2020","SEIT","Friday","8:30-9:00","16:00-16:30"
1834,"UGRD","M","Semester 1 Canberra 2020","SEIT","Monday","8:00-8:30","15:30-16:00"
1834,"UGRD","M","Semester 1 Canberra 2020","SEIT","Thursday","8:30-9:00","16:30-17:00"
1834,"UGRD","M","Semester 1 Canberra 2020","SEIT","Tuesday","8:30-9:00","17:30-18:00"
1834,"UGRD","M","Semester 1 Canberra 2020","SEIT","Wednesday","8:30-9:00","16:00-16:30"
1835,"UGRD","F","Semester 1 Canberra 2020","BUS","Friday","8:00-8:30","15:30-16:00"
1835,"UGRD","F","Semester 1 Canberra 2020","BUS","Monday","8:00-8:30","16:30-17:00"
1835,"UGRD","F","Semester 1 Canberra 2020","BUS","Saturday","8:00-8:30","16:00-16:30"
1835,"UGRD","F","Semester 1 Canberra 2020","BUS","Thursday","8:00-8:30","16:30-17:00"
1835,"UGRD","F","Semester 1 Canberra 2020","BUS","Tuesday","8:30-9:00","16:00-16:30"
1835,"UGRD","F","Semester 1 Canberra 2020","BUS","Wednesday","8:00-8:30","15:30-16:00"
1836,"UGRD","M","Semester 1 Canberra 2020","HASS","Friday","8:00-8:30","17:00-17:30"
1836,"UGRD","M","Semester 1 Canberra 2020","HASS","Monday","8:30-9:00","16:00-16:30"
1836,"UGRD","M","Semester 1 Canberra 2020","HASS","Thursday","8:00-8:30","15:30-16:00"
1836,"UGRD","M","Semester 1 Canberra 2020","HASS","Tuesday","8:00-8:30","17:00-17:30"
1836,"UGRD","M","Semester 1 Canberra 2020","HASS","Wednesday","8:00-8:30","16:00-16:30"
